
,name,link,price,closest_town,region,total_len,easy_len,intermediate_len,difficult_len,geometry,state,website,lat,lon
450,Meany Lodge,https://www.skiresort.info/ski-resort/meany-lodge/,,Easton,Washington State,2.0,1.0,1.0,0.0,"[-121.31961194999998, 47.277973349999996]",Washington,https://www.mountaineers.org/locations-lodges/meany-lodge,-121.31961194999998,47.277973349999996
451,Sahalie Ski Club,https://www.skiresort.info/ski-resort/sahalie-ski-club/,,North Bend,Washington State,1.5,1.0,0.5,0.0,"[-121.41594130000003, 47.4317492]",Washington,http://www.sahalie.org/chair2/Home.aspx,-121.41594130000003,47.4317492
452,Fort Wainwright/​Birch Hill – Fairbanks,https://www.skiresort.info/ski-resort/fort-wainwrightbirch-hill-fairbanks/,,Fairbanks,Alaska,1.8,1.5,0.3,0.0,,,,,
453,Snow Hill at Eastman,https://www.skiresort.info/ski-resort/snow-hill-at-eastman/,,Newport,New Hampshire,1.0,0.5,0.5,0.0,"[-72.11921415529802, 43.51426772709697]",New Hampshire,https://www.newenglandskihistory.com/NewHampshire/eastman.php,-72.11921415529802,43.51426772709697
454,Mt. Eustis – Littleton  (temporarily closed),https://www.skiresort.info/ski-resort/mt-eustis-littleton/,,,New Hampshire,1.2,0.5,0.7,0.0,,,,,
455,Challenge Mountain – Walloon Lake,https://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,,Walloon Lake,Michigan,1.2,0.9,0.3,0.0,,,,,
456,Mount Prospect – Lancaster,https://www.skiresort.info/ski-resort/mount-prospect-lancaster/,,Lancaster,New Hampshire,0.8,0.5,0.3,0.0,,,,,
457,Triangle Sports Area – Green Bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,,Green Bay,Wisconsin,0.6,0.5,0.1,0.0,,,,,
458,Blackhawk Ski Club – Middleton,https://www.skiresort.info/ski-resort/blackhawk-ski-club-middleton/,,Middleton,Wisconsin,0.8,0.6,0.2,0.0,,,,,
459,Powers Bluff,https://www.skiresort.info/ski-resort/powers-bluff/,10.0,Arpin,Wisconsin,1.0,1.0,0.0,0.0,"[-90.071754455566, 44.52977023693103]",,http://www.co.wood.wi.us/departments/parks/PowersBluff.aspx,-90.071754455566,44.52977023693103
460,Boyce Park,https://www.skiresort.info/ski-resort/boyce-park/,28.0,Pittsburgh,Pennsylvania,1.0,1.0,0.0,0.0,"[-79.74682006835903, 40.46148271794599]",Pennsylvania,,-79.74682006835903,40.46148271794599
461,Four Lakes,https://www.skiresort.info/ski-resort/four-lakes/,28.0,Lisle,Illinois,1.0,1.0,0.0,0.0,,,,,
462,The Rock Snow Park,https://www.skiresort.info/ski-resort/the-rock-snow-park/,40.0,Milwaukee,Wisconsin,1.0,1.0,0.0,0.0,,,,,
463,Leavenworth Ski Hill,https://www.skiresort.info/ski-resort/leavenworth-ski-hill/,19.0,Leavenworth,Washington State,1.0,1.0,0.0,0.0,"[-120.66244602240437, 47.61485825218581]",Washington,http://www.skileavenworth.com/,-120.66244602240437,47.61485825218581
464,Villa Roma,https://www.skiresort.info/ski-resort/villa-roma/,,Callicoon,The Catskills,1.7,1.7,0.0,0.0,,,,,
465,Big Creek Ski Area,https://www.skiresort.info/ski-resort/big-creek-ski-area/,,Cleveland,Ohio,1.0,1.0,0.0,0.0,"[-81.18446924999998, 41.64769290000001]",Ohio,http://www.bigcreekski.org/,-81.18446924999998,41.64769290000001
466,Standing Rocks,https://www.skiresort.info/ski-resort/standing-rocks/,16.0,Stevens Point,Wisconsin,0.9,0.9,0.0,0.0,"[-89.398519992828, 44.433550014618]",,,-89.398519992828,44.433550014618
467,Four Seasons,https://www.skiresort.info/ski-resort/four-seasons/,24.0,Fayetteville,Finger Lakes,0.5,0.4,0.1,0.0,,,,,
468,Cloudmont Ski Resort,https://www.skiresort.info/ski-resort/cloudmont-ski-resort/,40.0,Fort Payne,Alabama,0.6,0.6,0.0,0.0,"[-85.60370922088597, 34.538078445713]",Alabama,http://www.cloudmont.com,-85.60370922088597,34.538078445713
469,Adventure Mountain – Greenland,https://www.skiresort.info/ski-resort/adventure-mountain-greenland/,,Greenland,Michigan,0.5,0.2,0.3,0.0,,,,,
470,Gladstone Sports Park,https://www.skiresort.info/ski-resort/gladstone-sports-park/,,Gladstone,Michigan,0.5,0.4,0.1,0.0,"[-87.037056, 45.860469]",Michigan,,-87.037056,45.860469
471,Al Quaal,https://www.skiresort.info/ski-resort/al-quaal/,,Ishpeming,Michigan,0.4,0.2,0.2,0.0,"[-87.65752927661873, 46.520219006834544]",Michigan,https://www.facebook.com/Al-Quaal-Recreation-Area-191534547703366/,-87.65752927661873,46.520219006834544
472,Aldis Hill Park – St. Albans,https://www.skiresort.info/ski-resort/aldis-hill-park-st-albans/,,,Vermont,0.4,0.2,0.2,0.0,,,,,
473,Ruby Mountain,https://www.skiresort.info/ski-resort/ruby-mountain/,,Lamoille,,,,,,,,,,
474,North Cascade Heliskiing – Mazama,https://www.skiresort.info/ski-resort/north-cascade-heliskiing-mazama/,,Mazama,,,,,,,,,,
475,Powderhouse Hill – South Berwick,https://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,5.0,South Berwick,Maine,0.5,0.5,0.0,0.0,,,,,
476,Keyes Peak – Florence,https://www.skiresort.info/ski-resort/keyes-peak-florence/,12.0,Florence,Wisconsin,0.5,0.5,0.0,0.0,,,,,
477,Salmonberry – Valdez,https://www.skiresort.info/ski-resort/salmonberry-valdez/,,Valdez,Alaska,0.4,0.4,0.0,0.0,,,,,
478,Rocking Horse Ranch,https://www.skiresort.info/ski-resort/rocking-horse-ranch/,,Highland,The Catskills,0.3,0.3,0.0,0.0,"[-74.016544818878, 41.69111689798502]",New York,http://www.rockinghorseranch.com/,-74.016544818878,41.69111689798502
479,Great Northern Powder Guides,https://www.skiresort.info/ski-resort/great-northern-powder-guides/,,Whitefish, read more,,,,,,,,,
480,Cascade Powder Guides,https://www.skiresort.info/ski-resort/cascade-powder-guides/,,,,,,,,,,,,
481,Petoskey Winter Sports Park,https://www.skiresort.info/ski-resort/petoskey-winter-sports-park/,,Petoskey,Michigan,0.2,0.2,0.0,0.0,,,,,
482,Cottonwood Butte,https://www.skiresort.info/ski-resort/cottonwood-butte/,20.0,Cottonwood,Idaho,,,,,"[-116.45814686759257, 46.07319001759257]",,,-116.45814686759257,46.07319001759257
483,Nutt Hill – Plymouth,https://www.skiresort.info/ski-resort/nutt-hill-plymouth/,,Plymouth,Wisconsin,0.2,0.2,0.0,0.0,,,,,
484,Winterplace,https://www.skiresort.info/ski-resort/winterplace/,54.0,Ghent,West Virginia,,,,,,,,,
485,Texas Ski Ranch – New Braunfels (dry slopes),https://www.skiresort.info/ski-resort/texas-ski-ranch-new-braunfels/,27.0,New Braunfels,Texas,0.1,0.1,0.0,0.0,,,,,
486,Dynamite Hill – Chestertown,https://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,,Chestertown,The Adirondacks,0.2,0.2,0.0,0.0,,,,,
487,Cockaigne Resort,https://www.skiresort.info/ski-resort/cockaigne-resort/,38.0,,Chautauqua-Allegheny,,,,,,,,,
488,Bittersweet,https://www.skiresort.info/ski-resort/bittersweet/,48.0,Kalamazoo,Michigan,,,,,,,,,
489,Eagle Rock,https://www.skiresort.info/ski-resort/eagle-rock/,,Hazleton,Pennsylvania,,,,,,,,,
490,Snöbahn – Centennial,https://www.skiresort.info/ski-resort/snoebahn-centennial/,,Centennial,Colorado,0.1,0.1,0.0,0.0,,,,,
491,Maple Valley  (temporarily closed),https://www.skiresort.info/ski-resort/maple-valley/,,,Vermont,,,,,,,,,
492,Sky Tavern,https://www.skiresort.info/ski-resort/sky-tavern/,,Reno,Nevada,,,,,"[-119.87611220786307, 39.33581232366823]",Nevada,http://www.skytavern.com/,-119.87611220786307,39.33581232366823
493,Paul Bunyan Ski Hill,https://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,,,Wisconsin,,,,,,,,,
494,Stover Mountain,https://www.skiresort.info/ski-resort/stover-mountain/,,,California,,,,,"[-121.2882900238, 40.290836423858]",California,,-121.2882900238,40.290836423858
495,Mt. Bailey,https://www.skiresort.info/ski-resort/mt-bailey/,385.0,,,,,,,,,,,
496,Inside Ski Training Center – Leesburg (dry slopes),https://www.skiresort.info/ski-resort/inside-ski-training-center-leesburg/,,Leesburg,Virginia,0.1,0.1,0.0,0.0,,,,,
497,Eagle Island Park,https://www.skiresort.info/ski-resort/eagle-island-park/,,Eagle,Idaho,0.1,0.1,0.0,0.0,,,,,
498,WinterClub Indoor Ski & Snowboard – Winter Park (dry slopes),https://www.skiresort.info/ski-resort/winterclub-indoor-ski-snowboard-winter-park/,,Winter Park,Florida,0.1,0.1,0.0,0.0,,,,,
499,Sand Master Park – Florence (sand ski area),https://www.skiresort.info/ski-resort/sand-master-park-florence/,,Florence,,0.1,0.0,0.0,0.1,,,,,
500,Diamond Peaks,https://www.skiresort.info/ski-resort/diamond-peaks/,,Huntsville (Utah),,,,,,,,,,
501,Valdez Heli-Ski Guides,https://www.skiresort.info/ski-resort/valdez-heli-ski-guides/,,,,,,,,,,,,
502,Yukon Alpine Heliskiing,https://www.skiresort.info/ski-resort/yukon-alpine-heliskiing/,,,,,,,,,,,,
503,H2O Guides,https://www.skiresort.info/ski-resort/h2o-guides/,,,,,,,,,,,,
504,Points North Heli Adventures,https://www.skiresort.info/ski-resort/points-north-heli-adventures/,,,,,,,,,,,,
505,Green Mountain – Bush Creek Ranch,https://www.skiresort.info/ski-resort/green-mountain-bush-creek-ranch/,,,,,,,,,,,,
506,Whisper Ridge,https://www.skiresort.info/ski-resort/whisper-ridge/,,,,,,,,,,,,
507,Jerry's Heliski Alaska,https://www.skiresort.info/ski-resort/jerrys-heliski-alaska/,,,,,,,,,,,,
508,Powderbird,https://www.skiresort.info/ski-resort/powderbird/,,,,,,,,,,,,
509,Mott Mountain,https://www.skiresort.info/ski-resort/mott-mountain/,,,info@skiresort-service.com,,,,,"[-84.87504959106397, 43.816445340635]",Michigan,,-84.87504959106397,43.816445340635
510,Mayflower Mountain Resort (planned),https://www.skiresort.info/ski-resort/mayflower-mountain-resort-planned/,,,info@skiresort-service.com,,,,,,,,,
511,Las Vegas Wet (planned) (indoor ski area),https://www.skiresort.info/ski-resort/las-vegas-wet-planned/,,,info@skiresort-service.com,,,,,,,,,
512,Huntington,https://www.skiresort.info/ski-resort/huntington/,,,info@skiresort-service.com,,,,,,,,,
513,Carson Ski Resort,https://www.skiresort.info/ski-resort/carson-ski-resort/,,,info@skiresort-service.com,,,,,,,,,
514,Bearfire Resort – Dallas-Fort Worth (planned) (indoor ski area),https://www.skiresort.info/ski-resort/bearfire-resort-dallas-fort-worth-planned/,,,info@skiresort-service.com,,,,,,,,,
515,Seacoast Snow Park,https://www.skiresort.info/ski-resort/seacoast-snow-park/,,,info@skiresort-service.com,,,,,,,,,
516,Ravenswood,https://www.skiresort.info/ski-resort/ravenswood/,,,info@skiresort-service.com,,,,,,,,,
517,Riverside Hills,https://www.skiresort.info/ski-resort/riverside-hills/,,,info@skiresort-service.com,,,,,"[-94.83505725860597, 43.386742882456]",,,-94.83505725860597,43.386742882456
518,Potawatomi Park,https://www.skiresort.info/ski-resort/potawatomi-park/,,,info@skiresort-service.com,,,,,,,,,
519,Scotch Valley Resort  (temporarily closed),https://www.skiresort.info/ski-resort/scotch-valley-resort/,,,info@skiresort-service.com,,,,,,,,,
520,Quadna Mountain,https://www.skiresort.info/ski-resort/quadna-mountain/,,,info@skiresort-service.com,,,,,,,,,
521,Mt. Zion Hill,https://www.skiresort.info/ski-resort/mt-zion-hill/,,,info@skiresort-service.com,,,,,,,,,
522,Mt. Mc Sauba,https://www.skiresort.info/ski-resort/mt-mc-sauba/,,,info@skiresort-service.com,,,,,,,,,
523,Shu-Maker Mountain – Little Falls,https://www.skiresort.info/ski-resort/shu-maker-mountain-little-falls/,,,info@skiresort-service.com,,,,,,,,,
524,Nor-Ski Runs – Decorah,https://www.skiresort.info/ski-resort/nor-ski-runs-decorah/,,,info@skiresort-service.com,,,,,,,,,
525,North Bicentennial Park,https://www.skiresort.info/ski-resort/north-bicentennial-park/,,,info@skiresort-service.com,,,,,,,,,
526,Sunset Ski Area,https://www.skiresort.info/ski-resort/sunset-ski-area/,,,info@skiresort-service.com,,,,,,,,,
527,Sierra Summit,https://www.skiresort.info/ski-resort/sierra-summit/,,,info@skiresort-service.com,,,,,,,,,
528,Lynx Creek,https://www.skiresort.info/ski-resort/lynx-creek/,,,info@skiresort-service.com,,,,,"[-71.68203592300397, 43.745056913683]",New Hampshire,,-71.68203592300397,43.745056913683
529,Fairmont Hot Springs – Fairmont,https://www.skiresort.info/ski-resort/fairmont-hot-springs-fairmont/,,,info@skiresort-service.com,,,,,,,,,
530,Plumtree Ski Hill (Fawnridge),https://www.skiresort.info/ski-resort/plumtree-ski-hill-fawnridge/,,,info@skiresort-service.com,,,,,,,,,
531,Black Rapid,https://www.skiresort.info/ski-resort/black-rapid/,,,info@skiresort-service.com,,,,,,,,,

